"TOWNCODE","PERIOD","AGE","CASE","POP"
"67000120","1995-1999","40-44",16,48407
"67000120","1995-1999","45-49",3,5681
"67000120","1995-1999","50-54",12,10180
"67000120","1995-1999","55-59",35,22320
"67000120","1995-1999","60-64",48,27941
"67000120","1995-1999","65-69",61,39686
"67000120","1995-1999","70-74",120,59195
"67000120","1995-1999","75-79",125,53445
"67000120","1995-1999","80-84",187,59377
"67000120","2000-2004","40-44",2,18294
"67000120","2000-2004","45-49",2,4656
"67000120","2000-2004","50-54",18,19058
"67000120","2000-2004","55-59",37,34636
"67000120","2000-2004","60-64",73,37949
"67000120","2000-2004","65-69",23,10982
"67000120","2000-2004","70-74",50,23852
"67000120","2000-2004","75-79",17,5592
"67000120","2000-2004","80-84",200,72865
"67000120","2005-2009","40-44",15,51361
"67000120","2005-2009","45-49",1,4175
"67000120","2005-2009","50-54",14,19353
"67000120","2005-2009","55-59",40,35124
"67000120","2005-2009","60-64",86,51872
"67000120","2005-2009","65-69",54,25406
"67000120","2005-2009","70-74",103,35359
"67000120","2005-2009","75-79",147,49559
"67000120","2005-2009","80-84",659,186871
"67000120","2010-2014","40-44",46,170162
"67000120","2010-2014","45-49",24,38311
"67000120","2010-2014","50-54",24,34000
"67000120","2010-2014","55-59",20,13808
"67000120","2010-2014","60-64",12,10250
"67000120","2010-2014","65-69",154,61079
"67000120","2010-2014","70-74",760,247172
"67000120","2010-2014","75-79",150,38981
"67000120","2010-2014","80-84",237,55816
"67000120","2015-2019","40-44",24,78125
"67000120","2015-2019","45-49",26,57350
"67000120","2015-2019","50-54",16,30171
"67000120","2015-2019","55-59",33,38793
"67000120","2015-2019","60-64",30,17918
"67000120","2015-2019","65-69",18,9186
"67000120","2015-2019","70-74",49,16395
"67000120","2015-2019","75-79",126,31467
"67000120","2015-2019","80-84",70,14410
"67000130","1995-1999","40-44",31,53815
"67000130","1995-1999","45-49",15,22889
"67000130","1995-1999","50-54",54,66669
"67000130","1995-1999","55-59",60,47411
"67000130","1995-1999","60-64",87,53646
"67000130","1995-1999","65-69",71,45584
"67000130","1995-1999","70-74",59,24671
"67000130","1995-1999","75-79",83,36056
"67000130","1995-1999","80-84",33,12442
"67000130","2000-2004","40-44",18,56287
"67000130","2000-2004","45-49",46,64853
"67000130","2000-2004","50-54",31,23580
"67000130","2000-2004","55-59",195,141767
"67000130","2000-2004","60-64",145,87955
"67000130","2000-2004","65-69",74,39776
"67000130","2000-2004","70-74",109,47700
"67000130","2000-2004","75-79",70,25669
"67000130","2000-2004","80-84",396,117368
"67000130","2005-2009","40-44",29,83669
"67000130","2005-2009","45-49",26,40756
"67000130","2005-2009","50-54",34,46753
"67000130","2005-2009","55-59",128,95727
"67000130","2005-2009","60-64",7,4760
"67000130","2005-2009","65-69",30,12908
"67000130","2005-2009","70-74",162,60338
"67000130","2005-2009","75-79",70,20257
"67000130","2005-2009","80-84",471,126032
"67000130","2010-2014","40-44",13,47764
"67000130","2010-2014","45-49",10,25173
"67000130","2010-2014","50-54",10,28436
"67000130","2010-2014","55-59",46,35804
"67000130","2010-2014","60-64",143,88098
"67000130","2010-2014","65-69",32,14223
"67000130","2010-2014","70-74",169,52870
"67000130","2010-2014","75-79",97,32072
"67000130","2010-2014","80-84",204,48115
"67000130","2015-2019","40-44",28,86913
"67000130","2015-2019","45-49",19,42147
"67000130","2015-2019","50-54",17,32096
"67000130","2015-2019","55-59",41,41353
"67000130","2015-2019","60-64",55,30967
"67000130","2015-2019","65-69",14,9161
"67000130","2015-2019","70-74",107,31512
"67000130","2015-2019","75-79",763,199248
"67000130","2015-2019","80-84",208,44637
"67000140","1995-1999","40-44",0,8453
"67000140","1995-1999","45-49",11,14366
"67000140","1995-1999","50-54",29,28016
"67000140","1995-1999","55-59",194,139548
"67000140","1995-1999","60-64",28,18653
"67000140","1995-1999","65-69",81,53082
"67000140","1995-1999","70-74",48,30657
"67000140","1995-1999","75-79",81,26682
"67000140","1995-1999","80-84",360,144482
"67000140","2000-2004","40-44",47,101579
"67000140","2000-2004","45-49",96,136317
"67000140","2000-2004","50-54",9,7600
"67000140","2000-2004","55-59",21,18259
"67000140","2000-2004","60-64",44,24917
"67000140","2000-2004","65-69",103,50047
"67000140","2000-2004","70-74",123,55061
"67000140","2000-2004","75-79",18,8336
"67000140","2000-2004","80-84",1072,347924
"67000140","2005-2009","40-44",3,13015
"67000140","2005-2009","45-49",21,38876
"67000140","2005-2009","50-54",18,28296
"67000140","2005-2009","55-59",28,25825
"67000140","2005-2009","60-64",40,25058
"67000140","2005-2009","65-69",309,150697
"67000140","2005-2009","70-74",46,19030
"67000140","2005-2009","75-79",55,18856
"67000140","2005-2009","80-84",237,62334
"67000140","2010-2014","40-44",15,31022
"67000140","2010-2014","45-49",9,17255
"67000140","2010-2014","50-54",11,13206
"67000140","2010-2014","55-59",29,23493
"67000140","2010-2014","60-64",46,28923
"67000140","2010-2014","65-69",176,80276
"67000140","2010-2014","70-74",231,78546
"67000140","2010-2014","75-79",307,81416
"67000140","2010-2014","80-84",226,55101
"67000140","2015-2019","40-44",7,15012
"67000140","2015-2019","45-49",16,28989
"67000140","2015-2019","50-54",17,20553
"67000140","2015-2019","55-59",9,8160
"67000140","2015-2019","60-64",24,14502
"67000140","2015-2019","65-69",33,17127
"67000140","2015-2019","70-74",172,55644
"67000140","2015-2019","75-79",126,32318
"67000140","2015-2019","80-84",80,17116
"67000150","1995-1999","40-44",22,55338
"67000150","1995-1999","45-49",30,72544
"67000150","1995-1999","50-54",6,6661
"67000150","1995-1999","55-59",8,7117
"67000150","1995-1999","60-64",36,26154
"67000150","1995-1999","65-69",15,13411
"67000150","1995-1999","70-74",65,37458
"67000150","1995-1999","75-79",53,22410
"67000150","1995-1999","80-84",42,14915
"67000150","2000-2004","40-44",24,50905
"67000150","2000-2004","45-49",27,54453
"67000150","2000-2004","50-54",65,85002
"67000150","2000-2004","55-59",60,46780
"67000150","2000-2004","60-64",55,40619
"67000150","2000-2004","65-69",409,245644
"67000150","2000-2004","70-74",7,3654
"67000150","2000-2004","75-79",246,102450
"67000150","2000-2004","80-84",22,5876
"67000150","2005-2009","40-44",18,53432
"67000150","2005-2009","45-49",12,24713
"67000150","2005-2009","50-54",30,52612
"67000150","2005-2009","55-59",81,69615
"67000150","2005-2009","60-64",34,29906
"67000150","2005-2009","65-69",14,9500
"67000150","2005-2009","70-74",73,32486
"67000150","2005-2009","75-79",134,45822
"67000150","2005-2009","80-84",128,41756
"67000150","2010-2014","40-44",164,534961
"67000150","2010-2014","45-49",7,8078
"67000150","2010-2014","50-54",6,6730
"67000150","2010-2014","55-59",9,11867
"67000150","2010-2014","60-64",31,19018
"67000150","2010-2014","65-69",128,68773
"67000150","2010-2014","70-74",158,70334
"67000150","2010-2014","75-79",74,24906
"67000150","2010-2014","80-84",267,79931
"67000150","2015-2019","40-44",5,26417
"67000150","2015-2019","45-49",13,39826
"67000150","2015-2019","50-54",34,64561
"67000150","2015-2019","55-59",50,61277
"67000150","2015-2019","60-64",34,35729
"67000150","2015-2019","65-69",7,6842
"67000150","2015-2019","70-74",111,48282
"67000150","2015-2019","75-79",67,21663
"67000150","2015-2019","80-84",18,6496
"67000160","1995-1999","40-44",44,93808
"67000160","1995-1999","45-49",47,70486
"67000160","1995-1999","50-54",7,16253
"67000160","1995-1999","55-59",34,30233
"67000160","1995-1999","60-64",69,39260
"67000160","1995-1999","65-69",54,37612
"67000160","1995-1999","70-74",54,34254
"67000160","1995-1999","75-79",13,5682
"67000160","1995-1999","80-84",108,38175
"67000160","2000-2004","40-44",15,35892
"67000160","2000-2004","45-49",32,74468
"67000160","2000-2004","50-54",62,78182
"67000160","2000-2004","55-59",194,176897
"67000160","2000-2004","60-64",9,5559
"67000160","2000-2004","65-69",98,49005
"67000160","2000-2004","70-74",56,32201
"67000160","2000-2004","75-79",85,38803
"67000160","2000-2004","80-84",199,65281
"67000160","2005-2009","40-44",8,30739
"67000160","2005-2009","45-49",114,187901
"67000160","2005-2009","50-54",31,40267
"67000160","2005-2009","55-59",26,23142
"67000160","2005-2009","60-64",72,45935
"67000160","2005-2009","65-69",71,39649
"67000160","2005-2009","70-74",79,34988
"67000160","2005-2009","75-79",71,28280
"67000160","2005-2009","80-84",288,89999
"67000160","2010-2014","40-44",15,51216
"67000160","2010-2014","45-49",10,21776
"67000160","2010-2014","50-54",41,42945
"67000160","2010-2014","55-59",43,29581
"67000160","2010-2014","60-64",24,15900
"67000160","2010-2014","65-69",106,60951
"67000160","2010-2014","70-74",176,73297
"67000160","2010-2014","75-79",120,37321
"67000160","2010-2014","80-84",358,104234
"67000160","2015-2019","40-44",4,14539
"67000160","2015-2019","45-49",4,16319
"67000160","2015-2019","50-54",14,18424
"67000160","2015-2019","55-59",27,30813
"67000160","2015-2019","60-64",121,83987
"67000160","2015-2019","65-69",35,20820
"67000160","2015-2019","70-74",161,59547
"67000160","2015-2019","75-79",182,53346
"67000160","2015-2019","80-84",105,25315
"67000170","1995-1999","40-44",40,58390
"67000170","1995-1999","45-49",10,14760
"67000170","1995-1999","50-54",49,66564
"67000170","1995-1999","55-59",37,28748
"67000170","1995-1999","60-64",51,34681
"67000170","1995-1999","65-69",33,19196
"67000170","1995-1999","70-74",103,61491
"67000170","1995-1999","75-79",82,33767
"67000170","1995-1999","80-84",121,43440
"67000170","2000-2004","40-44",5,13910
"67000170","2000-2004","45-49",0,7960
"67000170","2000-2004","50-54",23,39270
"67000170","2000-2004","55-59",47,43537
"67000170","2000-2004","60-64",112,78530
"67000170","2000-2004","65-69",28,16531
"67000170","2000-2004","70-74",180,87282
"67000170","2000-2004","75-79",89,36733
"67000170","2000-2004","80-84",223,71748
"67000170","2005-2009","40-44",13,38815
"67000170","2005-2009","45-49",10,20811
"67000170","2005-2009","50-54",47,48230
"67000170","2005-2009","55-59",18,16068
"67000170","2005-2009","60-64",46,36294
"67000170","2005-2009","65-69",25,13784
"67000170","2005-2009","70-74",249,117117
"67000170","2005-2009","75-79",79,28704
"67000170","2005-2009","80-84",947,273665
"67000170","2010-2014","40-44",6,33303
"67000170","2010-2014","45-49",8,37172
"67000170","2010-2014","50-54",23,38899
"67000170","2010-2014","55-59",34,32151
"67000170","2010-2014","60-64",42,23142
"67000170","2010-2014","65-69",150,72013
"67000170","2010-2014","70-74",80,33925
"67000170","2010-2014","75-79",171,56024
"67000170","2010-2014","80-84",482,131239
"67000170","2015-2019","40-44",3,34107
"67000170","2015-2019","45-49",2,6691
"67000170","2015-2019","50-54",104,171012
"67000170","2015-2019","55-59",79,95933
"67000170","2015-2019","60-64",85,61347
"67000170","2015-2019","65-69",17,9065
"67000170","2015-2019","70-74",51,17132
"67000170","2015-2019","75-79",112,32688
"67000170","2015-2019","80-84",110,24725
"67000180","1995-1999","40-44",7,21278
"67000180","1995-1999","45-49",3,3836
"67000180","1995-1999","50-54",46,63985
"67000180","1995-1999","55-59",78,72681
"67000180","1995-1999","60-64",44,31452
"67000180","1995-1999","65-69",83,52050
"67000180","1995-1999","70-74",96,48201
"67000180","1995-1999","75-79",120,51983
"67000180","1995-1999","80-84",34,12616
"67000180","2000-2004","40-44",8,20956
"67000180","2000-2004","45-49",4,9064
"67000180","2000-2004","50-54",13,20197
"67000180","2000-2004","55-59",19,13187
"67000180","2000-2004","60-64",34,25222
"67000180","2000-2004","65-69",85,44575
"67000180","2000-2004","70-74",22,9623
"67000180","2000-2004","75-79",23,10670
"67000180","2000-2004","80-84",126,40713
"67000180","2005-2009","40-44",8,22500
"67000180","2005-2009","45-49",44,77468
"67000180","2005-2009","50-54",17,15852
"67000180","2005-2009","55-59",30,22716
"67000180","2005-2009","60-64",35,27696
"67000180","2005-2009","65-69",61,24847
"67000180","2005-2009","70-74",360,142181
"67000180","2005-2009","75-79",69,23196
"67000180","2005-2009","80-84",138,35392
"67000180","2010-2014","40-44",8,47894
"67000180","2010-2014","45-49",70,118980
"67000180","2010-2014","50-54",62,79383
"67000180","2010-2014","55-59",7,7740
"67000180","2010-2014","60-64",44,31577
"67000180","2010-2014","65-69",116,51452
"67000180","2010-2014","70-74",52,18835
"67000180","2010-2014","75-79",90,24521
"67000180","2010-2014","80-84",214,53159
"67000180","2015-2019","40-44",2,6342
"67000180","2015-2019","45-49",25,97794
"67000180","2015-2019","50-54",28,28585
"67000180","2015-2019","55-59",47,60759
"67000180","2015-2019","60-64",88,65051
"67000180","2015-2019","65-69",234,105827
"67000180","2015-2019","70-74",380,127379
"67000180","2015-2019","75-79",93,25770
"67000180","2015-2019","80-84",159,37487
"67000190","1995-1999","40-44",6,13620
"67000190","1995-1999","45-49",12,16765
"67000190","1995-1999","50-54",38,38476
"67000190","1995-1999","55-59",41,27257
"67000190","1995-1999","60-64",293,169604
"67000190","1995-1999","65-69",23,11747
"67000190","1995-1999","70-74",55,26840
"67000190","1995-1999","75-79",575,211627
"67000190","1995-1999","80-84",111,38503
"67000190","2000-2004","40-44",9,20691
"67000190","2000-2004","45-49",30,51290
"67000190","2000-2004","50-54",42,41069
"67000190","2000-2004","55-59",36,19763
"67000190","2000-2004","60-64",21,11021
"67000190","2000-2004","65-69",97,43181
"67000190","2000-2004","70-74",46,21835
"67000190","2000-2004","75-79",130,42608
"67000190","2000-2004","80-84",67,30446
"67000190","2005-2009","40-44",12,39687
"67000190","2005-2009","45-49",90,150304
"67000190","2005-2009","50-54",16,19846
"67000190","2005-2009","55-59",119,77551
"67000190","2005-2009","60-64",195,98593
"67000190","2005-2009","65-69",163,64349
"67000190","2005-2009","70-74",54,16716
"67000190","2005-2009","75-79",35,9459
"67000190","2005-2009","80-84",315,77810
"67000190","2010-2014","40-44",8,34514
"67000190","2010-2014","45-49",15,29579
"67000190","2010-2014","50-54",80,88740
"67000190","2010-2014","55-59",26,18696
"67000190","2010-2014","60-64",35,22407
"67000190","2010-2014","65-69",125,47234
"67000190","2010-2014","70-74",81,21810
"67000190","2010-2014","75-79",146,33765
"67000190","2010-2014","80-84",259,58194
"67000190","2015-2019","40-44",52,226558
"67000190","2015-2019","45-49",14,27322
"67000190","2015-2019","50-54",15,17912
"67000190","2015-2019","55-59",12,19005
"67000190","2015-2019","60-64",148,81788
"67000190","2015-2019","65-69",59,27803
"67000190","2015-2019","70-74",111,31932
"67000190","2015-2019","75-79",739,162075
"67000190","2015-2019","80-84",331,56956
"67000200","1995-1999","40-44",23,34836
"67000200","1995-1999","45-49",28,37864
"67000200","1995-1999","50-54",42,41385
"67000200","1995-1999","55-59",81,50053
"67000200","1995-1999","60-64",17,13540
"67000200","1995-1999","65-69",45,29840
"67000200","1995-1999","70-74",112,59921
"67000200","1995-1999","75-79",75,27812
"67000200","1995-1999","80-84",230,73432
"67000200","2000-2004","40-44",8,40320
"67000200","2000-2004","45-49",10,19086
"67000200","2000-2004","50-54",21,26141
"67000200","2000-2004","55-59",69,50526
"67000200","2000-2004","60-64",186,97539
"67000200","2000-2004","65-69",77,36136
"67000200","2000-2004","70-74",420,174643
"67000200","2000-2004","75-79",100,33708
"67000200","2000-2004","80-84",228,69742
"67000200","2005-2009","40-44",11,29203
"67000200","2005-2009","45-49",34,61815
"67000200","2005-2009","50-54",11,17730
"67000200","2005-2009","55-59",66,50245
"67000200","2005-2009","60-64",121,57435
"67000200","2005-2009","65-69",65,29145
"67000200","2005-2009","70-74",56,24831
"67000200","2005-2009","75-79",170,53374
"67000200","2005-2009","80-84",574,157661
"67000200","2010-2014","40-44",15,41715
"67000200","2010-2014","45-49",21,22266
"67000200","2010-2014","50-54",32,46088
"67000200","2010-2014","55-59",29,23833
"67000200","2010-2014","60-64",25,18456
"67000200","2010-2014","65-69",80,30828
"67000200","2010-2014","70-74",323,103939
"67000200","2010-2014","75-79",191,53133
"67000200","2010-2014","80-84",108,27174
"67000200","2015-2019","40-44",8,16567
"67000200","2015-2019","45-49",0,3018
"67000200","2015-2019","50-54",16,27429
"67000200","2015-2019","55-59",48,54868
"67000200","2015-2019","60-64",58,35477
"67000200","2015-2019","65-69",261,100274
"67000200","2015-2019","70-74",104,38267
"67000200","2015-2019","75-79",20,4379
"67000200","2015-2019","80-84",235,44749
"67000210","1995-1999","40-44",11,13684
"67000210","1995-1999","45-49",7,9784
"67000210","1995-1999","50-54",14,17901
"67000210","1995-1999","55-59",47,39164
"67000210","1995-1999","60-64",47,32213
"67000210","1995-1999","65-69",28,12563
"67000210","1995-1999","70-74",107,46880
"67000210","1995-1999","75-79",195,73762
"67000210","1995-1999","80-84",46,15238
"67000210","2000-2004","40-44",13,29069
"67000210","2000-2004","45-49",34,57221
"67000210","2000-2004","50-54",99,104078
"67000210","2000-2004","55-59",61,64430
"67000210","2000-2004","60-64",124,81513
"67000210","2000-2004","65-69",123,58611
"67000210","2000-2004","70-74",26,11938
"67000210","2000-2004","75-79",182,72507
"67000210","2000-2004","80-84",35,11262
"67000210","2005-2009","40-44",41,123181
"67000210","2005-2009","45-49",54,90450
"67000210","2005-2009","50-54",14,23709
"67000210","2005-2009","55-59",11,7151
"67000210","2005-2009","60-64",85,46372
"67000210","2005-2009","65-69",40,22711
"67000210","2005-2009","70-74",54,20656
"67000210","2005-2009","75-79",155,45030
"67000210","2005-2009","80-84",330,85242
"67000210","2010-2014","40-44",20,57926
"67000210","2010-2014","45-49",7,22924
"67000210","2010-2014","50-54",11,18779
"67000210","2010-2014","55-59",136,110496
"67000210","2010-2014","60-64",22,12698
"67000210","2010-2014","65-69",46,19295
"67000210","2010-2014","70-74",153,51587
"67000210","2010-2014","75-79",122,33976
"67000210","2010-2014","80-84",92,20995
"67000210","2015-2019","40-44",0,2554
"67000210","2015-2019","45-49",21,69182
"67000210","2015-2019","50-54",15,26311
"67000210","2015-2019","55-59",161,161432
"67000210","2015-2019","60-64",26,20763
"67000210","2015-2019","65-69",64,24755
"67000210","2015-2019","70-74",78,23831
"67000210","2015-2019","75-79",110,29412
"67000210","2015-2019","80-84",110,23122
"67000220","1995-1999","40-44",6,25111
"67000220","1995-1999","45-49",19,31389
"67000220","1995-1999","50-54",20,22146
"67000220","1995-1999","55-59",90,64882
"67000220","1995-1999","60-64",116,69364
"67000220","1995-1999","65-69",45,26127
"67000220","1995-1999","70-74",63,32343
"67000220","1995-1999","75-79",94,36733
"67000220","1995-1999","80-84",95,30216
"67000220","2000-2004","40-44",1,4381
"67000220","2000-2004","45-49",45,52466
"67000220","2000-2004","50-54",73,69797
"67000220","2000-2004","55-59",302,220005
"67000220","2000-2004","60-64",52,31804
"67000220","2000-2004","65-69",16,7839
"67000220","2000-2004","70-74",60,27921
"67000220","2000-2004","75-79",36,15039
"67000220","2000-2004","80-84",28,9006
"67000220","2005-2009","40-44",0,9932
"67000220","2005-2009","45-49",82,125211
"67000220","2005-2009","50-54",44,51768
"67000220","2005-2009","55-59",78,62829
"67000220","2005-2009","60-64",37,21750
"67000220","2005-2009","65-69",62,28427
"67000220","2005-2009","70-74",78,25984
"67000220","2005-2009","75-79",100,32669
"67000220","2005-2009","80-84",178,48726
"67000220","2010-2014","40-44",3,13218
"67000220","2010-2014","45-49",22,47680
"67000220","2010-2014","50-54",90,122393
"67000220","2010-2014","55-59",13,11516
"67000220","2010-2014","60-64",64,29862
"67000220","2010-2014","65-69",66,28662
"67000220","2010-2014","70-74",154,44370
"67000220","2010-2014","75-79",50,14276
"67000220","2010-2014","80-84",168,41638
"67000220","2015-2019","40-44",0,4598
"67000220","2015-2019","45-49",20,40978
"67000220","2015-2019","50-54",6,7716
"67000220","2015-2019","55-59",59,48720
"67000220","2015-2019","60-64",107,61901
"67000220","2015-2019","65-69",24,6039
"67000220","2015-2019","70-74",33,8328
"67000220","2015-2019","75-79",749,175316
"67000220","2015-2019","80-84",132,25467
"67000230","1995-1999","40-44",12,18490
"67000230","1995-1999","45-49",29,50840
"67000230","1995-1999","50-54",12,13687
"67000230","1995-1999","55-59",29,16572
"67000230","1995-1999","60-64",175,103553
"67000230","1995-1999","65-69",12,10641
"67000230","1995-1999","70-74",64,30832
"67000230","1995-1999","75-79",54,29938
"67000230","1995-1999","80-84",262,91692
"67000230","2000-2004","40-44",11,21718
"67000230","2000-2004","45-49",36,56659
"67000230","2000-2004","50-54",78,89337
"67000230","2000-2004","55-59",40,35984
"67000230","2000-2004","60-64",17,11791
"67000230","2000-2004","65-69",70,36030
"67000230","2000-2004","70-74",83,34329
"67000230","2000-2004","75-79",276,103601
"67000230","2000-2004","80-84",177,49803
"67000230","2005-2009","40-44",26,58862
"67000230","2005-2009","45-49",9,20539
"67000230","2005-2009","50-54",25,34582
"67000230","2005-2009","55-59",2,4579
"67000230","2005-2009","60-64",180,102679
"67000230","2005-2009","65-69",30,16310
"67000230","2005-2009","70-74",77,27864
"67000230","2005-2009","75-79",22,10648
"67000230","2005-2009","80-84",516,140895
"67000230","2010-2014","40-44",3,5595
"67000230","2010-2014","45-49",7,17531
"67000230","2010-2014","50-54",1,5911
"67000230","2010-2014","55-59",13,13863
"67000230","2010-2014","60-64",48,31875
"67000230","2010-2014","65-69",31,19113
"67000230","2010-2014","70-74",300,108729
"67000230","2010-2014","75-79",198,55459
"67000230","2010-2014","80-84",205,42585
"67000230","2015-2019","40-44",5,25396
"67000230","2015-2019","45-49",4,19259
"67000230","2015-2019","50-54",10,19741
"67000230","2015-2019","55-59",18,17411
"67000230","2015-2019","60-64",41,25541
"67000230","2015-2019","65-69",86,42402
"67000230","2015-2019","70-74",21,4955
"67000230","2015-2019","75-79",221,51469
"67000230","2015-2019","80-84",156,35171
"67000240","1995-1999","40-44",72,147395
"67000240","1995-1999","45-49",12,27478
"67000240","1995-1999","50-54",34,31627
"67000240","1995-1999","55-59",50,40750
"67000240","1995-1999","60-64",47,30361
"67000240","1995-1999","65-69",79,42208
"67000240","1995-1999","70-74",145,67796
"67000240","1995-1999","75-79",416,165467
"67000240","1995-1999","80-84",146,50535
"67000240","2000-2004","40-44",45,85738
"67000240","2000-2004","45-49",12,15332
"67000240","2000-2004","50-54",10,14266
"67000240","2000-2004","55-59",132,116799
"67000240","2000-2004","60-64",22,15158
"67000240","2000-2004","65-69",458,241455
"67000240","2000-2004","70-74",252,114287
"67000240","2000-2004","75-79",36,12988
"67000240","2000-2004","80-84",108,33342
"67000240","2005-2009","40-44",7,26136
"67000240","2005-2009","45-49",6,11967
"67000240","2005-2009","50-54",27,41620
"67000240","2005-2009","55-59",10,12733
"67000240","2005-2009","60-64",50,19905
"67000240","2005-2009","65-69",213,105138
"67000240","2005-2009","70-74",23,8083
"67000240","2005-2009","75-79",183,56264
"67000240","2005-2009","80-84",203,55975
"67000240","2010-2014","40-44",29,82176
"67000240","2010-2014","45-49",3,12071
"67000240","2010-2014","50-54",33,37314
"67000240","2010-2014","55-59",14,14916
"67000240","2010-2014","60-64",44,28697
"67000240","2010-2014","65-69",49,21991
"67000240","2010-2014","70-74",64,20660
"67000240","2010-2014","75-79",261,77433
"67000240","2010-2014","80-84",87,31168
"67000240","2015-2019","40-44",4,14193
"67000240","2015-2019","45-49",8,17481
"67000240","2015-2019","50-54",26,33899
"67000240","2015-2019","55-59",32,25740
"67000240","2015-2019","60-64",38,21291
"67000240","2015-2019","65-69",30,15870
"67000240","2015-2019","70-74",35,10450
"67000240","2015-2019","75-79",47,14441
"67000240","2015-2019","80-84",39,6869
"67000250","1995-1999","40-44",25,43497
"67000250","1995-1999","45-49",13,28266
"67000250","1995-1999","50-54",16,15116
"67000250","1995-1999","55-59",37,37951
"67000250","1995-1999","60-64",22,21118
"67000250","1995-1999","65-69",177,104318
"67000250","1995-1999","70-74",71,38715
"67000250","1995-1999","75-79",25,12366
"67000250","1995-1999","80-84",129,49200
"67000250","2000-2004","40-44",15,33232
"67000250","2000-2004","45-49",19,34136
"67000250","2000-2004","50-54",8,8145
"67000250","2000-2004","55-59",70,79269
"67000250","2000-2004","60-64",64,45730
"67000250","2000-2004","65-69",61,41074
"67000250","2000-2004","70-74",33,13513
"67000250","2000-2004","75-79",31,12797
"67000250","2000-2004","80-84",135,42043
"67000250","2005-2009","40-44",18,58441
"67000250","2005-2009","45-49",2,7703
"67000250","2005-2009","50-54",8,10444
"67000250","2005-2009","55-59",34,41158
"67000250","2005-2009","60-64",22,17808
"67000250","2005-2009","65-69",298,179274
"67000250","2005-2009","70-74",100,44419
"67000250","2005-2009","75-79",36,12880
"67000250","2005-2009","80-84",31,10529
"67000250","2010-2014","40-44",5,18377
"67000250","2010-2014","45-49",16,36422
"67000250","2010-2014","50-54",5,8771
"67000250","2010-2014","55-59",38,43787
"67000250","2010-2014","60-64",138,114431
"67000250","2010-2014","65-69",216,118780
"67000250","2010-2014","70-74",27,11997
"67000250","2010-2014","75-79",189,65600
"67000250","2010-2014","80-84",239,62507
"67000250","2015-2019","40-44",9,32235
"67000250","2015-2019","45-49",8,25970
"67000250","2015-2019","50-54",46,83178
"67000250","2015-2019","55-59",27,32210
"67000250","2015-2019","60-64",30,25959
"67000250","2015-2019","65-69",39,24285
"67000250","2015-2019","70-74",13,5401
"67000250","2015-2019","75-79",242,82022
"67000250","2015-2019","80-84",195,50387
"67000260","1995-1999","40-44",28,62787
"67000260","1995-1999","45-49",9,14073
"67000260","1995-1999","50-54",6,10625
"67000260","1995-1999","55-59",60,60425
"67000260","1995-1999","60-64",6,6471
"67000260","1995-1999","65-69",33,18798
"67000260","1995-1999","70-74",63,32694
"67000260","1995-1999","75-79",79,30723
"67000260","1995-1999","80-84",25,9476
"67000260","2000-2004","40-44",20,65218
"67000260","2000-2004","45-49",23,45358
"67000260","2000-2004","50-54",6,6222
"67000260","2000-2004","55-59",83,73567
"67000260","2000-2004","60-64",28,23584
"67000260","2000-2004","65-69",53,29241
"67000260","2000-2004","70-74",65,32183
"67000260","2000-2004","75-79",27,16097
"67000260","2000-2004","80-84",104,27901
"67000260","2005-2009","40-44",10,25547
"67000260","2005-2009","45-49",4,11945
"67000260","2005-2009","50-54",53,78487
"67000260","2005-2009","55-59",15,10568
"67000260","2005-2009","60-64",423,306261
"67000260","2005-2009","65-69",9,6234
"67000260","2005-2009","70-74",95,39751
"67000260","2005-2009","75-79",177,60693
"67000260","2005-2009","80-84",42,12344
"67000260","2010-2014","40-44",8,28219
"67000260","2010-2014","45-49",26,69966
"67000260","2010-2014","50-54",8,17131
"67000260","2010-2014","55-59",12,10548
"67000260","2010-2014","60-64",109,72230
"67000260","2010-2014","65-69",35,12770
"67000260","2010-2014","70-74",292,106796
"67000260","2010-2014","75-79",112,43330
"67000260","2010-2014","80-84",100,32391
"67000260","2015-2019","40-44",3,20317
"67000260","2015-2019","45-49",21,66629
"67000260","2015-2019","50-54",35,73215
"67000260","2015-2019","55-59",3,5839
"67000260","2015-2019","60-64",52,51292
"67000260","2015-2019","65-69",60,29019
"67000260","2015-2019","70-74",123,50235
"67000260","2015-2019","75-79",102,29815
"67000260","2015-2019","80-84",138,32096
"67000270","1995-1999","40-44",8,18676
"67000270","1995-1999","45-49",7,10304
"67000270","1995-1999","50-54",173,259803
"67000270","1995-1999","55-59",21,20946
"67000270","1995-1999","60-64",14,6245
"67000270","1995-1999","65-69",29,28840
"67000270","1995-1999","70-74",59,40242
"67000270","1995-1999","75-79",24,13713
"67000270","1995-1999","80-84",122,40062
"67000270","2000-2004","40-44",11,20033
"67000270","2000-2004","45-49",13,23536
"67000270","2000-2004","50-54",76,120081
"67000270","2000-2004","55-59",9,9407
"67000270","2000-2004","60-64",62,39825
"67000270","2000-2004","65-69",50,28075
"67000270","2000-2004","70-74",23,15292
"67000270","2000-2004","75-79",47,17126
"67000270","2000-2004","80-84",128,45703
"67000270","2005-2009","40-44",7,26275
"67000270","2005-2009","45-49",82,191986
"67000270","2005-2009","50-54",45,76069
"67000270","2005-2009","55-59",2,4369
"67000270","2005-2009","60-64",48,38433
