"TOWNCODE","PERIOD","AGE","CASE","POP"
"67000120","1995-1999","40-44",20,53484
"67000120","1995-1999","45-49",45,68189
"67000120","1995-1999","50-54",16,15830
"67000120","1995-1999","55-59",61,36499
"67000120","1995-1999","60-64",61,30274
"67000120","1995-1999","65-69",44,20407
"67000120","1995-1999","70-74",94,37495
"67000120","1995-1999","75-79",272,84666
"67000120","1995-1999","80-84",275,63809
"67000120","2000-2004","40-44",32,72235
"67000120","2000-2004","45-49",39,54125
"67000120","2000-2004","50-54",67,77137
"67000120","2000-2004","55-59",33,27878
"67000120","2000-2004","60-64",38,17373
"67000120","2000-2004","65-69",127,47473
"67000120","2000-2004","70-74",533,169232
"67000120","2000-2004","75-79",62,16918
"67000120","2000-2004","80-84",319,64451
"67000120","2005-2009","40-44",6,19061
"67000120","2005-2009","45-49",16,28759
"67000120","2005-2009","50-54",15,12786
"67000120","2005-2009","55-59",23,15953
"67000120","2005-2009","60-64",91,35356
"67000120","2005-2009","65-69",387,126866
"67000120","2005-2009","70-74",206,59103
"67000120","2005-2009","75-79",436,112117
"67000120","2005-2009","80-84",128,23009
"67000120","2010-2014","40-44",16,57319
"67000120","2010-2014","45-49",66,142517
"67000120","2010-2014","50-54",106,160923
"67000120","2010-2014","55-59",36,23273
"67000120","2010-2014","60-64",49,26069
"67000120","2010-2014","65-69",84,35366
"67000120","2010-2014","70-74",126,34317
"67000120","2010-2014","75-79",235,44960
"67000120","2010-2014","80-84",118,21633
"67000120","2015-2019","40-44",9,24658
"67000120","2015-2019","45-49",29,54116
"67000120","2015-2019","50-54",34,61316
"67000120","2015-2019","55-59",44,40408
"67000120","2015-2019","60-64",50,30670
"67000120","2015-2019","65-69",66,31789
"67000120","2015-2019","70-74",183,48365
"67000120","2015-2019","75-79",454,95299
"67000120","2015-2019","80-84",415,67269
"67000130","1995-1999","40-44",25,38172
"67000130","1995-1999","45-49",103,144743
"67000130","1995-1999","50-54",57,43984
"67000130","1995-1999","55-59",32,16840
"67000130","1995-1999","60-64",47,19968
"67000130","1995-1999","65-69",24,9702
"67000130","1995-1999","70-74",131,53929
"67000130","1995-1999","75-79",35,9371
"67000130","1995-1999","80-84",283,60935
"67000130","2000-2004","40-44",4,16733
"67000130","2000-2004","45-49",30,42525
"67000130","2000-2004","50-54",105,89789
"67000130","2000-2004","55-59",11,7408
"67000130","2000-2004","60-64",102,46993
"67000130","2000-2004","65-69",63,23799
"67000130","2000-2004","70-74",74,25037
"67000130","2000-2004","75-79",141,39945
"67000130","2000-2004","80-84",144,33075
"67000130","2005-2009","40-44",28,67593
"67000130","2005-2009","45-49",14,38710
"67000130","2005-2009","50-54",57,64310
"67000130","2005-2009","55-59",154,101983
"67000130","2005-2009","60-64",131,59536
"67000130","2005-2009","65-69",35,11819
"67000130","2005-2009","70-74",217,57301
"67000130","2005-2009","75-79",236,55489
"67000130","2005-2009","80-84",544,118980
"67000130","2010-2014","40-44",36,130857
"67000130","2010-2014","45-49",5,10274
"67000130","2010-2014","50-54",29,34979
"67000130","2010-2014","55-59",40,29074
"67000130","2010-2014","60-64",57,28335
"67000130","2010-2014","65-69",53,13170
"67000130","2010-2014","70-74",137,40867
"67000130","2010-2014","75-79",453,88745
"67000130","2010-2014","80-84",1610,295780
"67000130","2015-2019","40-44",6,18667
"67000130","2015-2019","45-49",13,38609
"67000130","2015-2019","50-54",10,18916
"67000130","2015-2019","55-59",35,34340
"67000130","2015-2019","60-64",158,91141
"67000130","2015-2019","65-69",106,34788
"67000130","2015-2019","70-74",176,48396
"67000130","2015-2019","75-79",176,34538
"67000130","2015-2019","80-84",46,7382
"67000140","1995-1999","40-44",23,47904
"67000140","1995-1999","45-49",17,31612
"67000140","1995-1999","50-54",32,29433
"67000140","1995-1999","55-59",24,13294
"67000140","1995-1999","60-64",95,46848
"67000140","1995-1999","65-69",62,25621
"67000140","1995-1999","70-74",21,12675
"67000140","1995-1999","75-79",38,11340
"67000140","1995-1999","80-84",189,40643
"67000140","2000-2004","40-44",9,30794
"67000140","2000-2004","45-49",14,29934
"67000140","2000-2004","50-54",352,351752
"67000140","2000-2004","55-59",133,90404
"67000140","2000-2004","60-64",116,53788
"67000140","2000-2004","65-69",163,58695
"67000140","2000-2004","70-74",54,15809
"67000140","2000-2004","75-79",79,22125
"67000140","2000-2004","80-84",80,16170
"67000140","2005-2009","40-44",10,29407
"67000140","2005-2009","45-49",22,36409
"67000140","2005-2009","50-54",54,63567
"67000140","2005-2009","55-59",17,11302
"67000140","2005-2009","60-64",89,41617
"67000140","2005-2009","65-69",58,18118
"67000140","2005-2009","70-74",60,17875
"67000140","2005-2009","75-79",95,21403
"67000140","2005-2009","80-84",40,8130
"67000140","2010-2014","40-44",17,58208
"67000140","2010-2014","45-49",3,8562
"67000140","2010-2014","50-54",30,47781
"67000140","2010-2014","55-59",17,16720
"67000140","2010-2014","60-64",214,104821
"67000140","2010-2014","65-69",135,46919
"67000140","2010-2014","70-74",86,26699
"67000140","2010-2014","75-79",262,55435
"67000140","2010-2014","80-84",877,152090
"67000140","2015-2019","40-44",9,44629
"67000140","2015-2019","45-49",2,12606
"67000140","2015-2019","50-54",20,30600
"67000140","2015-2019","55-59",36,32500
"67000140","2015-2019","60-64",39,23819
"67000140","2015-2019","65-69",364,145718
"67000140","2015-2019","70-74",96,27260
"67000140","2015-2019","75-79",204,37428
"67000140","2015-2019","80-84",36,5114
"67000150","1995-1999","40-44",7,7338
"67000150","1995-1999","45-49",67,78614
"67000150","1995-1999","50-54",50,47123
"67000150","1995-1999","55-59",51,48688
"67000150","1995-1999","60-64",174,117726
"67000150","1995-1999","65-69",481,295242
"67000150","1995-1999","70-74",83,47111
"67000150","1995-1999","75-79",92,35744
"67000150","1995-1999","80-84",222,63386
"67000150","2000-2004","40-44",17,34487
"67000150","2000-2004","45-49",99,107784
"67000150","2000-2004","50-54",71,55222
"67000150","2000-2004","55-59",112,77979
"67000150","2000-2004","60-64",70,44054
"67000150","2000-2004","65-69",97,45934
"67000150","2000-2004","70-74",42,23083
"67000150","2000-2004","75-79",38,21860
"67000150","2000-2004","80-84",115,38790
"67000150","2005-2009","40-44",76,171501
"67000150","2005-2009","45-49",10,17525
"67000150","2005-2009","50-54",22,30042
"67000150","2005-2009","55-59",58,37192
"67000150","2005-2009","60-64",80,39843
"67000150","2005-2009","65-69",134,55303
"67000150","2005-2009","70-74",89,30511
"67000150","2005-2009","75-79",133,40091
"67000150","2005-2009","80-84",354,100669
"67000150","2010-2014","40-44",3,25754
"67000150","2010-2014","45-49",33,61151
"67000150","2010-2014","50-54",67,56055
"67000150","2010-2014","55-59",9,7314
"67000150","2010-2014","60-64",79,31708
"67000150","2010-2014","65-69",33,10663
"67000150","2010-2014","70-74",139,37739
"67000150","2010-2014","75-79",248,73141
"67000150","2010-2014","80-84",119,32299
"67000150","2015-2019","40-44",5,19721
"67000150","2015-2019","45-49",21,31952
"67000150","2015-2019","50-54",77,77214
"67000150","2015-2019","55-59",18,13513
"67000150","2015-2019","60-64",33,15257
"67000150","2015-2019","65-69",105,33521
"67000150","2015-2019","70-74",164,49479
"67000150","2015-2019","75-79",140,38181
"67000150","2015-2019","80-84",77,15851
"67000160","1995-1999","40-44",10,15067
"67000160","1995-1999","45-49",183,193146
"67000160","1995-1999","50-54",45,40512
"67000160","1995-1999","55-59",109,61042
"67000160","1995-1999","60-64",18,14453
"67000160","1995-1999","65-69",80,41401
"67000160","1995-1999","70-74",71,32641
"67000160","1995-1999","75-79",36,14289
"67000160","1995-1999","80-84",259,68635
"67000160","2000-2004","40-44",53,107704
"67000160","2000-2004","45-49",22,25366
"67000160","2000-2004","50-54",251,189117
"67000160","2000-2004","55-59",18,14750
"67000160","2000-2004","60-64",75,43420
"67000160","2000-2004","65-69",119,44600
"67000160","2000-2004","70-74",179,68240
"67000160","2000-2004","75-79",78,32554
"67000160","2000-2004","80-84",65,22840
"67000160","2005-2009","40-44",10,31067
"67000160","2005-2009","45-49",20,28599
"67000160","2005-2009","50-54",11,10932
"67000160","2005-2009","55-59",81,62648
"67000160","2005-2009","60-64",111,66107
"67000160","2005-2009","65-69",284,105329
"67000160","2005-2009","70-74",32,13009
"67000160","2005-2009","75-79",62,16262
"67000160","2005-2009","80-84",481,126939
"67000160","2010-2014","40-44",65,160847
"67000160","2010-2014","45-49",57,99403
"67000160","2010-2014","50-54",151,162271
"67000160","2010-2014","55-59",14,11919
"67000160","2010-2014","60-64",131,77084
"67000160","2010-2014","65-69",313,115715
"67000160","2010-2014","70-74",98,23111
"67000160","2010-2014","75-79",94,24576
"67000160","2010-2014","80-84",161,31061
"67000160","2015-2019","40-44",2,9790
"67000160","2015-2019","45-49",10,16488
"67000160","2015-2019","50-54",17,21236
"67000160","2015-2019","55-59",10,9673
"67000160","2015-2019","60-64",58,27498
"67000160","2015-2019","65-69",53,20484
"67000160","2015-2019","70-74",182,47890
"67000160","2015-2019","75-79",759,159447
"67000160","2015-2019","80-84",363,62943
"67000170","1995-1999","40-44",32,56993
"67000170","1995-1999","45-49",61,63209
"67000170","1995-1999","50-54",68,64438
"67000170","1995-1999","55-59",61,53546
"67000170","1995-1999","60-64",24,16634
"67000170","1995-1999","65-69",74,38566
"67000170","1995-1999","70-74",217,100009
"67000170","1995-1999","75-79",35,14819
"67000170","1995-1999","80-84",548,150468
"67000170","2000-2004","40-44",51,101987
"67000170","2000-2004","45-49",28,31261
"67000170","2000-2004","50-54",47,35148
"67000170","2000-2004","55-59",46,24826
"67000170","2000-2004","60-64",51,25390
"67000170","2000-2004","65-69",144,59517
"67000170","2000-2004","70-74",26,9924
"67000170","2000-2004","75-79",458,167266
"67000170","2000-2004","80-84",125,31187
"67000170","2005-2009","40-44",16,29220
"67000170","2005-2009","45-49",8,8322
"67000170","2005-2009","50-54",42,51155
"67000170","2005-2009","55-59",152,103975
"67000170","2005-2009","60-64",50,24505
"67000170","2005-2009","65-69",441,170427
"67000170","2005-2009","70-74",77,26421
"67000170","2005-2009","75-79",348,112723
"67000170","2005-2009","80-84",570,165378
"67000170","2010-2014","40-44",6,25923
"67000170","2010-2014","45-49",13,31056
"67000170","2010-2014","50-54",65,59405
"67000170","2010-2014","55-59",48,31361
"67000170","2010-2014","60-64",31,15541
"67000170","2010-2014","65-69",65,25277
"67000170","2010-2014","70-74",89,31308
"67000170","2010-2014","75-79",83,25911
"67000170","2010-2014","80-84",62,14183
"67000170","2015-2019","40-44",19,40775
"67000170","2015-2019","45-49",10,30851
"67000170","2015-2019","50-54",25,32355
"67000170","2015-2019","55-59",49,51732
"67000170","2015-2019","60-64",104,56478
"67000170","2015-2019","65-69",128,38104
"67000170","2015-2019","70-74",555,157158
"67000170","2015-2019","75-79",53,12418
"67000170","2015-2019","80-84",139,24069
"67000180","1995-1999","40-44",14,34564
"67000180","1995-1999","45-49",101,144245
"67000180","1995-1999","50-54",35,30202
"67000180","1995-1999","55-59",148,94280
"67000180","1995-1999","60-64",104,47280
"67000180","1995-1999","65-69",532,259157
"67000180","1995-1999","70-74",26,15264
"67000180","1995-1999","75-79",39,11170
"67000180","1995-1999","80-84",364,89705
"67000180","2000-2004","40-44",4,17182
"67000180","2000-2004","45-49",69,84249
"67000180","2000-2004","50-54",20,17625
"67000180","2000-2004","55-59",125,67604
"67000180","2000-2004","60-64",44,19236
"67000180","2000-2004","65-69",73,31060
"67000180","2000-2004","70-74",245,86208
"67000180","2000-2004","75-79",27,10051
"67000180","2000-2004","80-84",1001,242223
"67000180","2005-2009","40-44",53,118553
"67000180","2005-2009","45-49",41,74701
"67000180","2005-2009","50-54",43,34801
"67000180","2005-2009","55-59",262,180831
"67000180","2005-2009","60-64",248,126074
"67000180","2005-2009","65-69",63,20947
"67000180","2005-2009","70-74",66,22293
"67000180","2005-2009","75-79",488,133651
"67000180","2005-2009","80-84",136,30213
"67000180","2010-2014","40-44",2,18646
"67000180","2010-2014","45-49",6,17568
"67000180","2010-2014","50-54",49,72914
"67000180","2010-2014","55-59",12,10747
"67000180","2010-2014","60-64",11,6339
"67000180","2010-2014","65-69",68,25868
"67000180","2010-2014","70-74",109,30721
"67000180","2010-2014","75-79",399,89421
"67000180","2010-2014","80-84",494,90665
"67000180","2015-2019","40-44",11,33231
"67000180","2015-2019","45-49",4,6703
"67000180","2015-2019","50-54",22,40604
"67000180","2015-2019","55-59",32,23798
"67000180","2015-2019","60-64",115,67695
"67000180","2015-2019","65-69",63,29764
"67000180","2015-2019","70-74",53,16263
"67000180","2015-2019","75-79",42,7205
"67000180","2015-2019","80-84",61,7854
"67000190","1995-1999","40-44",11,21325
"67000190","1995-1999","45-49",25,37618
"67000190","1995-1999","50-54",28,34931
"67000190","1995-1999","55-59",55,33732
"67000190","1995-1999","60-64",54,20377
"67000190","1995-1999","65-69",62,21341
"67000190","1995-1999","70-74",208,62728
"67000190","1995-1999","75-79",22,6759
"67000190","1995-1999","80-84",3780,608537
"67000190","2000-2004","40-44",6,35185
"67000190","2000-2004","45-49",9,19710
"67000190","2000-2004","50-54",17,20423
"67000190","2000-2004","55-59",11,15287
"67000190","2000-2004","60-64",51,25196
"67000190","2000-2004","65-69",130,46904
"67000190","2000-2004","70-74",676,184092
"67000190","2000-2004","75-79",40,7907
"67000190","2000-2004","80-84",67,11562
"67000190","2005-2009","40-44",16,53567
"67000190","2005-2009","45-49",36,95780
"67000190","2005-2009","50-54",13,14267
"67000190","2005-2009","55-59",149,142469
"67000190","2005-2009","60-64",35,17367
"67000190","2005-2009","65-69",234,89759
"67000190","2005-2009","70-74",198,53425
"67000190","2005-2009","75-79",1853,350792
"67000190","2005-2009","80-84",297,47408
"67000190","2010-2014","40-44",7,27592
"67000190","2010-2014","45-49",14,23046
"67000190","2010-2014","50-54",5,10096
"67000190","2010-2014","55-59",4,5190
"67000190","2010-2014","60-64",23,12740
"67000190","2010-2014","65-69",112,56810
"67000190","2010-2014","70-74",481,141521
"67000190","2010-2014","75-79",173,35369
"67000190","2010-2014","80-84",138,22105
"67000190","2015-2019","40-44",4,16791
"67000190","2015-2019","45-49",11,50110
"67000190","2015-2019","50-54",19,36368
"67000190","2015-2019","55-59",34,50889
"67000190","2015-2019","60-64",43,32146
"67000190","2015-2019","65-69",352,183384
"67000190","2015-2019","70-74",408,151290
"67000190","2015-2019","75-79",115,23976
"67000190","2015-2019","80-84",161,29791
"67000200","1995-1999","40-44",13,26246
"67000200","1995-1999","45-49",33,44249
"67000200","1995-1999","50-54",189,157519
"67000200","1995-1999","55-59",46,25956
"67000200","1995-1999","60-64",30,15393
"67000200","1995-1999","65-69",95,42177
"67000200","1995-1999","70-74",40,13062
"67000200","1995-1999","75-79",93,21993
"67000200","1995-1999","80-84",252,53121
"67000200","2000-2004","40-44",22,65381
"67000200","2000-2004","45-49",19,25096
"67000200","2000-2004","50-54",155,170083
"67000200","2000-2004","55-59",88,47815
"67000200","2000-2004","60-64",246,126562
"67000200","2000-2004","65-69",127,52304
"67000200","2000-2004","70-74",478,146458
"67000200","2000-2004","75-79",126,32507
"67000200","2000-2004","80-84",257,51591
"67000200","2005-2009","40-44",15,83071
"67000200","2005-2009","45-49",47,89751
"67000200","2005-2009","50-54",66,89173
"67000200","2005-2009","55-59",14,10380
"67000200","2005-2009","60-64",221,106176
"67000200","2005-2009","65-69",29,10537
"67000200","2005-2009","70-74",287,74235
"67000200","2005-2009","75-79",467,102652
"67000200","2005-2009","80-84",284,51628
"67000200","2010-2014","40-44",9,39661
"67000200","2010-2014","45-49",3,8338
"67000200","2010-2014","50-54",28,27161
"67000200","2010-2014","55-59",14,13570
"67000200","2010-2014","60-64",148,92179
"67000200","2010-2014","65-69",107,44264
"67000200","2010-2014","70-74",217,52097
"67000200","2010-2014","75-79",106,21289
"67000200","2010-2014","80-84",101,16865
"67000200","2015-2019","40-44",9,25327
"67000200","2015-2019","45-49",33,93336
"67000200","2015-2019","50-54",17,30144
"67000200","2015-2019","55-59",127,163674
"67000200","2015-2019","60-64",13,14649
"67000200","2015-2019","65-69",247,105213
"67000200","2015-2019","70-74",58,16724
"67000200","2015-2019","75-79",30,6990
"67000200","2015-2019","80-84",751,116543
"67000210","1995-1999","40-44",14,33520
"67000210","1995-1999","45-49",60,75227
"67000210","1995-1999","50-54",40,34845
"67000210","1995-1999","55-59",61,43839
"67000210","1995-1999","60-64",24,10954
"67000210","1995-1999","65-69",67,26759
"67000210","1995-1999","70-74",52,19227
"67000210","1995-1999","75-79",122,33314
"67000210","1995-1999","80-84",607,132023
"67000210","2000-2004","40-44",64,139506
"67000210","2000-2004","45-49",6,12898
"67000210","2000-2004","50-54",19,18893
"67000210","2000-2004","55-59",45,35053
"67000210","2000-2004","60-64",47,16567
"67000210","2000-2004","65-69",311,116304
"67000210","2000-2004","70-74",57,20693
"67000210","2000-2004","75-79",217,64638
"67000210","2000-2004","80-84",83,16665
"67000210","2005-2009","40-44",16,51049
"67000210","2005-2009","45-49",51,85825
"67000210","2005-2009","50-54",17,16403
"67000210","2005-2009","55-59",141,100563
"67000210","2005-2009","60-64",99,54167
"67000210","2005-2009","65-69",385,138074
"67000210","2005-2009","70-74",343,95044
"67000210","2005-2009","75-79",256,61996
"67000210","2005-2009","80-84",172,34108
"67000210","2010-2014","40-44",9,32548
"67000210","2010-2014","45-49",11,30386
"67000210","2010-2014","50-54",14,24040
"67000210","2010-2014","55-59",31,27612
"67000210","2010-2014","60-64",12,14588
"67000210","2010-2014","65-69",87,32950
"67000210","2010-2014","70-74",138,39919
"67000210","2010-2014","75-79",126,26157
"67000210","2010-2014","80-84",213,37648
"67000210","2015-2019","40-44",11,23188
"67000210","2015-2019","45-49",11,38471
"67000210","2015-2019","50-54",9,10482
"67000210","2015-2019","55-59",88,97914
"67000210","2015-2019","60-64",26,21999
"67000210","2015-2019","65-69",106,42219
"67000210","2015-2019","70-74",172,52567
"67000210","2015-2019","75-79",117,24686
"67000210","2015-2019","80-84",500,75340
"67000220","1995-1999","40-44",10,32797
"67000220","1995-1999","45-49",15,22548
"67000220","1995-1999","50-54",33,25114
"67000220","1995-1999","55-59",29,20602
"67000220","1995-1999","60-64",49,20340
"67000220","1995-1999","65-69",48,16172
"67000220","1995-1999","70-74",46,12160
"67000220","1995-1999","75-79",103,24438
"67000220","1995-1999","80-84",413,73688
"67000220","2000-2004","40-44",10,37040
"67000220","2000-2004","45-49",27,58443
"67000220","2000-2004","50-54",28,22930
"67000220","2000-2004","55-59",90,65308
"67000220","2000-2004","60-64",127,56325
"67000220","2000-2004","65-69",204,62382
"67000220","2000-2004","70-74",222,63834
"67000220","2000-2004","75-79",203,50627
"67000220","2000-2004","80-84",177,30187
"67000220","2005-2009","40-44",12,36724
"67000220","2005-2009","45-49",17,36523
"67000220","2005-2009","50-54",20,24832
"67000220","2005-2009","55-59",11,7303
"67000220","2005-2009","60-64",147,74276
"67000220","2005-2009","65-69",21,8252
"67000220","2005-2009","70-74",318,90811
"67000220","2005-2009","75-79",82,16070
"67000220","2005-2009","80-84",658,127043
"67000220","2010-2014","40-44",15,65117
"67000220","2010-2014","45-49",34,75053
"67000220","2010-2014","50-54",52,93749
"67000220","2010-2014","55-59",35,41269
"67000220","2010-2014","60-64",68,34860
"67000220","2010-2014","65-69",110,39296
"67000220","2010-2014","70-74",21,6505
"67000220","2010-2014","75-79",177,32883
"67000220","2010-2014","80-84",95,14396
"67000220","2015-2019","40-44",5,31552
"67000220","2015-2019","45-49",4,19454
"67000220","2015-2019","50-54",96,178854
"67000220","2015-2019","55-59",24,24658
"67000220","2015-2019","60-64",97,62494
"67000220","2015-2019","65-69",16,8407
"67000220","2015-2019","70-74",95,25561
"67000220","2015-2019","75-79",382,71154
"67000220","2015-2019","80-84",153,24122
"67000230","1995-1999","40-44",16,24982
"67000230","1995-1999","45-49",161,223652
"67000230","1995-1999","50-54",26,24895
"67000230","1995-1999","55-59",38,17346
"67000230","1995-1999","60-64",78,45686
"67000230","1995-1999","65-69",136,57578
"67000230","1995-1999","70-74",167,62612
"67000230","1995-1999","75-79",4,1934
"67000230","1995-1999","80-84",75,15894
"67000230","2000-2004","40-44",51,109073
"67000230","2000-2004","45-49",23,28309
"67000230","2000-2004","50-54",16,15174
"67000230","2000-2004","55-59",73,51719
"67000230","2000-2004","60-64",84,44994
"67000230","2000-2004","65-69",118,53756
"67000230","2000-2004","70-74",22,7500
"67000230","2000-2004","75-79",380,112134
"67000230","2000-2004","80-84",81,22900
"67000230","2005-2009","40-44",15,41404
"67000230","2005-2009","45-49",17,22630
"67000230","2005-2009","50-54",28,39218
"67000230","2005-2009","55-59",33,17738
"67000230","2005-2009","60-64",52,22284
"67000230","2005-2009","65-69",46,17441
"67000230","2005-2009","70-74",112,34377
"67000230","2005-2009","75-79",73,17351
"67000230","2005-2009","80-84",35,10861
"67000230","2010-2014","40-44",8,47141
"67000230","2010-2014","45-49",11,18803
"67000230","2010-2014","50-54",16,27434
"67000230","2010-2014","55-59",41,35182
"67000230","2010-2014","60-64",108,56208
"67000230","2010-2014","65-69",127,49948
"67000230","2010-2014","70-74",76,25158
"67000230","2010-2014","75-79",32,6894
"67000230","2010-2014","80-84",327,57127
"67000230","2015-2019","40-44",10,30873
"67000230","2015-2019","45-49",9,13956
"67000230","2015-2019","50-54",3,7362
"67000230","2015-2019","55-59",15,17300
"67000230","2015-2019","60-64",102,55210
"67000230","2015-2019","65-69",98,36622
"67000230","2015-2019","70-74",86,23811
"67000230","2015-2019","75-79",196,36316
"67000230","2015-2019","80-84",72,13475
"67000240","1995-1999","40-44",24,35478
"67000240","1995-1999","45-49",22,29778
"67000240","1995-1999","50-54",22,14233
"67000240","1995-1999","55-59",57,27350
"67000240","1995-1999","60-64",106,49532
"67000240","1995-1999","65-69",204,94077
"67000240","1995-1999","70-74",131,53083
"67000240","1995-1999","75-79",65,17748
"67000240","1995-1999","80-84",204,45895
"67000240","2000-2004","40-44",18,38006
"67000240","2000-2004","45-49",38,31295
"67000240","2000-2004","50-54",15,10232
"67000240","2000-2004","55-59",35,18207
"67000240","2000-2004","60-64",71,32729
"67000240","2000-2004","65-69",106,36910
"67000240","2000-2004","70-74",122,47146
"67000240","2000-2004","75-79",59,17581
"67000240","2000-2004","80-84",18,7343
"67000240","2005-2009","40-44",6,15516
"67000240","2005-2009","45-49",16,33470
"67000240","2005-2009","50-54",40,35304
"67000240","2005-2009","55-59",54,35050
"67000240","2005-2009","60-64",65,29999
"67000240","2005-2009","65-69",90,26939
"67000240","2005-2009","70-74",45,11585
"67000240","2005-2009","75-79",56,17389
"67000240","2005-2009","80-84",209,52810
"67000240","2010-2014","40-44",9,32354
"67000240","2010-2014","45-49",21,46994
"67000240","2010-2014","50-54",46,43386
"67000240","2010-2014","55-59",9,9643
"67000240","2010-2014","60-64",232,111560
"67000240","2010-2014","65-69",62,21518
"67000240","2010-2014","70-74",40,9181
"67000240","2010-2014","75-79",139,31372
"67000240","2010-2014","80-84",158,31868
"67000240","2015-2019","40-44",23,111141
"67000240","2015-2019","45-49",6,14638
"67000240","2015-2019","50-54",68,105412
"67000240","2015-2019","55-59",27,26649
"67000240","2015-2019","60-64",77,50940
"67000240","2015-2019","65-69",17,9679
"67000240","2015-2019","70-74",229,60104
"67000240","2015-2019","75-79",259,52976
"67000240","2015-2019","80-84",366,60021
"67000250","1995-1999","40-44",5,5447
"67000250","1995-1999","45-49",5,4443
"67000250","1995-1999","50-54",82,58267
"67000250","1995-1999","55-59",66,58385
"67000250","1995-1999","60-64",138,92313
"67000250","1995-1999","65-69",22,13038
"67000250","1995-1999","70-74",47,16785
"67000250","1995-1999","75-79",128,45754
"67000250","1995-1999","80-84",94,27015
"67000250","2000-2004","40-44",38,61050
"67000250","2000-2004","45-49",36,42561
"67000250","2000-2004","50-54",33,25394
"67000250","2000-2004","55-59",20,11343
"67000250","2000-2004","60-64",75,41630
"67000250","2000-2004","65-69",60,31003
"67000250","2000-2004","70-74",24,10663
"67000250","2000-2004","75-79",97,32042
"67000250","2000-2004","80-84",271,78301
"67000250","2005-2009","40-44",29,78226
"67000250","2005-2009","45-49",17,12979
"67000250","2005-2009","50-54",60,63995
"67000250","2005-2009","55-59",17,19218
"67000250","2005-2009","60-64",29,16467
"67000250","2005-2009","65-69",119,50435
"67000250","2005-2009","70-74",55,17388
"67000250","2005-2009","75-79",32,8844
"67000250","2005-2009","80-84",81,27388
"67000250","2010-2014","40-44",28,72551
"67000250","2010-2014","45-49",25,37822
"67000250","2010-2014","50-54",32,31114
"67000250","2010-2014","55-59",28,21498
"67000250","2010-2014","60-64",62,26461
"67000250","2010-2014","65-69",133,40659
"67000250","2010-2014","70-74",21,6521
"67000250","2010-2014","75-79",48,11968
"67000250","2010-2014","80-84",132,31165
"67000250","2015-2019","40-44",9,41811
"67000250","2015-2019","45-49",12,13235
"67000250","2015-2019","50-54",14,17651
"67000250","2015-2019","55-59",22,19161
"67000250","2015-2019","60-64",99,47860
"67000250","2015-2019","65-69",766,249042
"67000250","2015-2019","70-74",184,48825
"67000250","2015-2019","75-79",142,35382
"67000250","2015-2019","80-84",138,31223
"67000260","1995-1999","40-44",14,28349
"67000260","1995-1999","45-49",35,28107
"67000260","1995-1999","50-54",18,11465
"67000260","1995-1999","55-59",175,109788
"67000260","1995-1999","60-64",46,25244
"67000260","1995-1999","65-69",48,28331
"67000260","1995-1999","70-74",161,68893
"67000260","1995-1999","75-79",199,67429
"67000260","1995-1999","80-84",153,45505
"67000260","2000-2004","40-44",24,36425
"67000260","2000-2004","45-49",32,30630
"67000260","2000-2004","50-54",37,27568
"67000260","2000-2004","55-59",51,31682
"67000260","2000-2004","60-64",27,13224
"67000260","2000-2004","65-69",142,52554
"67000260","2000-2004","70-74",29,10907
"67000260","2000-2004","75-79",207,70223
"67000260","2000-2004","80-84",83,21374
"67000260","2005-2009","40-44",7,17095
"67000260","2005-2009","45-49",70,107990
"67000260","2005-2009","50-54",43,55318
"67000260","2005-2009","55-59",16,12684
"67000260","2005-2009","60-64",71,31234
"67000260","2005-2009","65-69",219,81935
"67000260","2005-2009","70-74",52,12459
"67000260","2005-2009","75-79",170,52147
"67000260","2005-2009","80-84",109,28488
"67000260","2010-2014","40-44",17,45568
"67000260","2010-2014","45-49",40,66094
"67000260","2010-2014","50-54",76,83077
"67000260","2010-2014","55-59",65,43193
"67000260","2010-2014","60-64",139,60403
"67000260","2010-2014","65-69",85,31661
"67000260","2010-2014","70-74",91,27744
"67000260","2010-2014","75-79",395,88154
"67000260","2010-2014","80-84",36,7152
"67000260","2015-2019","40-44",19,47819
"67000260","2015-2019","45-49",60,94276
"67000260","2015-2019","50-54",57,88207
"67000260","2015-2019","55-59",16,11343
"67000260","2015-2019","60-64",36,18682
"67000260","2015-2019","65-69",29,10161
"67000260","2015-2019","70-74",196,47533
"67000260","2015-2019","75-79",145,27780
"67000260","2015-2019","80-84",244,46468
"67000270","1995-1999","40-44",37,45727
"67000270","1995-1999","45-49",62,83880
"67000270","1995-1999","50-54",24,31496
"67000270","1995-1999","55-59",18,22059
"67000270","1995-1999","60-64",25,16459
"67000270","1995-1999","65-69",19,18092
"67000270","1995-1999","70-74",12,8644
"67000270","1995-1999","75-79",52,25411
"67000270","1995-1999","80-84",86,27047
"67000270","2000-2004","40-44",4,19555
"67000270","2000-2004","45-49",66,64724
"67000270","2000-2004","50-54",79,64140
"67000270","2000-2004","55-59",10,6568
"67000270","2000-2004","60-64",63,35869
"67000270","2000-2004","65-69",35,15944
"67000270","2000-2004","70-74",73,35655
"67000270","2000-2004","75-79",86,37908
"67000270","2000-2004","80-84",230,73708
"67000270","2005-2009","40-44",28,48513
"67000270","2005-2009","45-49",137,135213
"67000270","2005-2009","50-54",108,96621
"67000270","2005-2009","55-59",92,56233
"67000270","2005-2009","60-64",31,18871
