"TOWNCODE","PERIOD","AGE","CASE","POP"
"67000120","1995-1999","40-44",3,7522
"67000120","1995-1999","45-49",5,10553
"67000120","1995-1999","50-54",7,11019
"67000120","1995-1999","55-59",15,10855
"67000120","1995-1999","60-64",44,31292
"67000120","1995-1999","65-69",25,14748
"67000120","1995-1999","70-74",29,21132
"67000120","1995-1999","75-79",6,3249
"67000120","1995-1999","80-84",55,24215
"67000120","2000-2004","40-44",12,26586
"67000120","2000-2004","45-49",30,46256
"67000120","2000-2004","50-54",55,52091
"67000120","2000-2004","55-59",97,76175
"67000120","2000-2004","60-64",24,9376
"67000120","2000-2004","65-69",71,36033
"67000120","2000-2004","70-74",19,12798
"67000120","2000-2004","75-79",552,276706
"67000120","2000-2004","80-84",28,11706
"67000120","2005-2009","40-44",3,16996
"67000120","2005-2009","45-49",56,98236
"67000120","2005-2009","50-54",28,36048
"67000120","2005-2009","55-59",139,105062
"67000120","2005-2009","60-64",101,57587
"67000120","2005-2009","65-69",38,14474
"67000120","2005-2009","70-74",48,21647
"67000120","2005-2009","75-79",107,46039
"67000120","2005-2009","80-84",235,87395
"67000120","2010-2014","40-44",4,23436
"67000120","2010-2014","45-49",37,74277
"67000120","2010-2014","50-54",96,114331
"67000120","2010-2014","55-59",248,233036
"67000120","2010-2014","60-64",94,54087
"67000120","2010-2014","65-69",30,12777
"67000120","2010-2014","70-74",236,82286
"67000120","2010-2014","75-79",53,17657
"67000120","2010-2014","80-84",48,15106
"67000120","2015-2019","40-44",18,66649
"67000120","2015-2019","45-49",22,48816
"67000120","2015-2019","50-54",11,18560
"67000120","2015-2019","55-59",14,18189
"67000120","2015-2019","60-64",151,92574
"67000120","2015-2019","65-69",48,25457
"67000120","2015-2019","70-74",71,24112
"67000120","2015-2019","75-79",48,15980
"67000120","2015-2019","80-84",242,62000
"67000130","1995-1999","40-44",20,34862
"67000130","1995-1999","45-49",33,35876
"67000130","1995-1999","50-54",4,7948
"67000130","1995-1999","55-59",13,14848
"67000130","1995-1999","60-64",13,7758
"67000130","1995-1999","65-69",43,42242
"67000130","1995-1999","70-74",168,126110
"67000130","1995-1999","75-79",60,29401
"67000130","1995-1999","80-84",125,56877
"67000130","2000-2004","40-44",3,8778
"67000130","2000-2004","45-49",77,103527
"67000130","2000-2004","50-54",64,64647
"67000130","2000-2004","55-59",13,9965
"67000130","2000-2004","60-64",49,34692
"67000130","2000-2004","65-69",15,6906
"67000130","2000-2004","70-74",78,33199
"67000130","2000-2004","75-79",167,83124
"67000130","2000-2004","80-84",115,46071
"67000130","2005-2009","40-44",37,70818
"67000130","2005-2009","45-49",93,127243
"67000130","2005-2009","50-54",24,18171
"67000130","2005-2009","55-59",17,8219
"67000130","2005-2009","60-64",42,22155
"67000130","2005-2009","65-69",288,147620
"67000130","2005-2009","70-74",64,29393
"67000130","2005-2009","75-79",229,116568
"67000130","2005-2009","80-84",50,22135
"67000130","2010-2014","40-44",15,25756
"67000130","2010-2014","45-49",4,7516
"67000130","2010-2014","50-54",13,10724
"67000130","2010-2014","55-59",31,23456
"67000130","2010-2014","60-64",104,53830
"67000130","2010-2014","65-69",56,25206
"67000130","2010-2014","70-74",30,12425
"67000130","2010-2014","75-79",60,21975
"67000130","2010-2014","80-84",236,70724
"67000130","2015-2019","40-44",26,67308
"67000130","2015-2019","45-49",20,32861
"67000130","2015-2019","50-54",105,117029
"67000130","2015-2019","55-59",79,63214
"67000130","2015-2019","60-64",16,10882
"67000130","2015-2019","65-69",31,12033
"67000130","2015-2019","70-74",170,61479
"67000130","2015-2019","75-79",212,57670
"67000130","2015-2019","80-84",75,19494
"67000140","1995-1999","40-44",31,50785
"67000140","1995-1999","45-49",23,40198
"67000140","1995-1999","50-54",34,47002
"67000140","1995-1999","55-59",28,20270
"67000140","1995-1999","60-64",11,11531
"67000140","1995-1999","65-69",110,66816
"67000140","1995-1999","70-74",11,7702
"67000140","1995-1999","75-79",124,64587
"67000140","1995-1999","80-84",86,34645
"67000140","2000-2004","40-44",31,109624
"67000140","2000-2004","45-49",61,86784
"67000140","2000-2004","50-54",93,101024
"67000140","2000-2004","55-59",49,46625
"67000140","2000-2004","60-64",128,78226
"67000140","2000-2004","65-69",89,42518
"67000140","2000-2004","70-74",63,30539
"67000140","2000-2004","75-79",18,9071
"67000140","2000-2004","80-84",580,223898
"67000140","2005-2009","40-44",19,61076
"67000140","2005-2009","45-49",56,106198
"67000140","2005-2009","50-54",12,21079
"67000140","2005-2009","55-59",137,123327
"67000140","2005-2009","60-64",99,53066
"67000140","2005-2009","65-69",374,198336
"67000140","2005-2009","70-74",79,34915
"67000140","2005-2009","75-79",23,8381
"67000140","2005-2009","80-84",281,107066
"67000140","2010-2014","40-44",6,22848
"67000140","2010-2014","45-49",8,18581
"67000140","2010-2014","50-54",12,19230
"67000140","2010-2014","55-59",29,28456
"67000140","2010-2014","60-64",10,7189
"67000140","2010-2014","65-69",31,16486
"67000140","2010-2014","70-74",204,78138
"67000140","2010-2014","75-79",84,28721
"67000140","2010-2014","80-84",375,97268
"67000140","2015-2019","40-44",35,120027
"67000140","2015-2019","45-49",18,43975
"67000140","2015-2019","50-54",56,98956
"67000140","2015-2019","55-59",28,24425
"67000140","2015-2019","60-64",45,29166
"67000140","2015-2019","65-69",51,22433
"67000140","2015-2019","70-74",45,14021
"67000140","2015-2019","75-79",100,29771
"67000140","2015-2019","80-84",170,40194
"67000150","1995-1999","40-44",24,51378
"67000150","1995-1999","45-49",84,145450
"67000150","1995-1999","50-54",37,47383
"67000150","1995-1999","55-59",44,55394
"67000150","1995-1999","60-64",55,42415
"67000150","1995-1999","65-69",40,41363
"67000150","1995-1999","70-74",95,63359
"67000150","1995-1999","75-79",19,10326
"67000150","1995-1999","80-84",111,46195
"67000150","2000-2004","40-44",22,65710
"67000150","2000-2004","45-49",39,75569
"67000150","2000-2004","50-54",9,20687
"67000150","2000-2004","55-59",40,40354
"67000150","2000-2004","60-64",64,46563
"67000150","2000-2004","65-69",19,10167
"67000150","2000-2004","70-74",55,33806
"67000150","2000-2004","75-79",62,41051
"67000150","2000-2004","80-84",404,156387
"67000150","2005-2009","40-44",6,32016
"67000150","2005-2009","45-49",8,19311
"67000150","2005-2009","50-54",22,25740
"67000150","2005-2009","55-59",29,20435
"67000150","2005-2009","60-64",67,48064
"67000150","2005-2009","65-69",78,49285
"67000150","2005-2009","70-74",45,20698
"67000150","2005-2009","75-79",47,24294
"67000150","2005-2009","80-84",321,129790
"67000150","2010-2014","40-44",10,46966
"67000150","2010-2014","45-49",10,32817
"67000150","2010-2014","50-54",27,53171
"67000150","2010-2014","55-59",14,18058
"67000150","2010-2014","60-64",18,16395
"67000150","2010-2014","65-69",143,88650
"67000150","2010-2014","70-74",73,36316
"67000150","2010-2014","75-79",236,82118
"67000150","2010-2014","80-84",146,60826
"67000150","2015-2019","40-44",3,27635
"67000150","2015-2019","45-49",13,44680
"67000150","2015-2019","50-54",6,8883
"67000150","2015-2019","55-59",13,18911
"67000150","2015-2019","60-64",36,25078
"67000150","2015-2019","65-69",111,62333
"67000150","2015-2019","70-74",100,44226
"67000150","2015-2019","75-79",61,23976
"67000150","2015-2019","80-84",132,51715
"67000160","1995-1999","40-44",32,54775
"67000160","1995-1999","45-49",46,69035
"67000160","1995-1999","50-54",119,128449
"67000160","1995-1999","55-59",110,131233
"67000160","1995-1999","60-64",74,78018
"67000160","1995-1999","65-69",132,106505
"67000160","1995-1999","70-74",122,107419
"67000160","1995-1999","75-79",6,6168
"67000160","1995-1999","80-84",31,11500
"67000160","2000-2004","40-44",18,40637
"67000160","2000-2004","45-49",21,26761
"67000160","2000-2004","50-54",17,16473
"67000160","2000-2004","55-59",28,24890
"67000160","2000-2004","60-64",131,108375
"67000160","2000-2004","65-69",20,13582
"67000160","2000-2004","70-74",51,28148
"67000160","2000-2004","75-79",162,83296
"67000160","2000-2004","80-84",126,50837
"67000160","2005-2009","40-44",23,46307
"67000160","2005-2009","45-49",1,7912
"67000160","2005-2009","50-54",8,9163
"67000160","2005-2009","55-59",28,39932
"67000160","2005-2009","60-64",50,28929
"67000160","2005-2009","65-69",81,43372
"67000160","2005-2009","70-74",47,23499
"67000160","2005-2009","75-79",34,13038
"67000160","2005-2009","80-84",78,40481
"67000160","2010-2014","40-44",7,25270
"67000160","2010-2014","45-49",3,5993
"67000160","2010-2014","50-54",36,46563
"67000160","2010-2014","55-59",101,88287
"67000160","2010-2014","60-64",21,13734
"67000160","2010-2014","65-69",103,49123
"67000160","2010-2014","70-74",104,45082
"67000160","2010-2014","75-79",68,27904
"67000160","2010-2014","80-84",58,20812
"67000160","2015-2019","40-44",23,112598
"67000160","2015-2019","45-49",4,10920
"67000160","2015-2019","50-54",74,124721
"67000160","2015-2019","55-59",60,66232
"67000160","2015-2019","60-64",85,62230
"67000160","2015-2019","65-69",62,33004
"67000160","2015-2019","70-74",50,25382
"67000160","2015-2019","75-79",158,55545
"67000160","2015-2019","80-84",165,44176
"67000170","1995-1999","40-44",56,90561
"67000170","1995-1999","45-49",25,34938
"67000170","1995-1999","50-54",59,63881
"67000170","1995-1999","55-59",35,36354
"67000170","1995-1999","60-64",62,63721
"67000170","1995-1999","65-69",42,32786
"67000170","1995-1999","70-74",21,13125
"67000170","1995-1999","75-79",63,36898
"67000170","1995-1999","80-84",63,23055
"67000170","2000-2004","40-44",11,24344
"67000170","2000-2004","45-49",26,48231
"67000170","2000-2004","50-54",6,5700
"67000170","2000-2004","55-59",28,21866
"67000170","2000-2004","60-64",70,59900
"67000170","2000-2004","65-69",51,34887
"67000170","2000-2004","70-74",61,37194
"67000170","2000-2004","75-79",177,97894
"67000170","2000-2004","80-84",376,141650
"67000170","2005-2009","40-44",25,74069
"67000170","2005-2009","45-49",48,68772
"67000170","2005-2009","50-54",21,22251
"67000170","2005-2009","55-59",126,106448
"67000170","2005-2009","60-64",124,77497
"67000170","2005-2009","65-69",12,7591
"67000170","2005-2009","70-74",8,8518
"67000170","2005-2009","75-79",162,77765
"67000170","2005-2009","80-84",194,75302
"67000170","2010-2014","40-44",53,113331
"67000170","2010-2014","45-49",9,23477
"67000170","2010-2014","50-54",166,207592
"67000170","2010-2014","55-59",81,73599
"67000170","2010-2014","60-64",12,6527
"67000170","2010-2014","65-69",3,3025
"67000170","2010-2014","70-74",121,52282
"67000170","2010-2014","75-79",241,104473
"67000170","2010-2014","80-84",348,127003
"67000170","2015-2019","40-44",10,33388
"67000170","2015-2019","45-49",56,121475
"67000170","2015-2019","50-54",8,10987
"67000170","2015-2019","55-59",19,20073
"67000170","2015-2019","60-64",58,37550
"67000170","2015-2019","65-69",79,38118
"67000170","2015-2019","70-74",30,10995
"67000170","2015-2019","75-79",57,20981
"67000170","2015-2019","80-84",91,27525
"67000180","1995-1999","40-44",6,17966
"67000180","1995-1999","45-49",8,10791
"67000180","1995-1999","50-54",33,36028
"67000180","1995-1999","55-59",12,8383
"67000180","1995-1999","60-64",83,53273
"67000180","1995-1999","65-69",53,22851
"67000180","1995-1999","70-74",136,52710
"67000180","1995-1999","75-79",82,27372
"67000180","1995-1999","80-84",122,46468
"67000180","2000-2004","40-44",19,62309
"67000180","2000-2004","45-49",7,7596
"67000180","2000-2004","50-54",113,131838
"67000180","2000-2004","55-59",46,41561
"67000180","2000-2004","60-64",79,41947
"67000180","2000-2004","65-69",57,24246
"67000180","2000-2004","70-74",145,56574
"67000180","2000-2004","75-79",564,147273
"67000180","2000-2004","80-84",210,64139
"67000180","2005-2009","40-44",9,50561
"67000180","2005-2009","45-49",7,15934
"67000180","2005-2009","50-54",110,159439
"67000180","2005-2009","55-59",36,40123
"67000180","2005-2009","60-64",144,84725
"67000180","2005-2009","65-69",53,22270
"67000180","2005-2009","70-74",82,27355
"67000180","2005-2009","75-79",92,19286
"67000180","2005-2009","80-84",159,37882
"67000180","2010-2014","40-44",6,34920
"67000180","2010-2014","45-49",4,9677
"67000180","2010-2014","50-54",11,8761
"67000180","2010-2014","55-59",18,24741
"67000180","2010-2014","60-64",49,40581
"67000180","2010-2014","65-69",163,78302
"67000180","2010-2014","70-74",12,6933
"67000180","2010-2014","75-79",164,42784
"67000180","2010-2014","80-84",220,39599
"67000180","2015-2019","40-44",11,42522
"67000180","2015-2019","45-49",4,10911
"67000180","2015-2019","50-54",18,38134
"67000180","2015-2019","55-59",12,13937
"67000180","2015-2019","60-64",97,80672
"67000180","2015-2019","65-69",140,69867
"67000180","2015-2019","70-74",131,44713
"67000180","2015-2019","75-79",288,68879
"67000180","2015-2019","80-84",298,55581
"67000190","1995-1999","40-44",11,11547
"67000190","1995-1999","45-49",6,17793
"67000190","1995-1999","50-54",59,60784
"67000190","1995-1999","55-59",18,7550
"67000190","1995-1999","60-64",79,44574
"67000190","1995-1999","65-69",92,45767
"67000190","1995-1999","70-74",119,54445
"67000190","1995-1999","75-79",64,29914
"67000190","1995-1999","80-84",265,99227
"67000190","2000-2004","40-44",14,38837
"67000190","2000-2004","45-49",22,29336
"67000190","2000-2004","50-54",67,76392
"67000190","2000-2004","55-59",423,269021
"67000190","2000-2004","60-64",70,30889
"67000190","2000-2004","65-69",34,13626
"67000190","2000-2004","70-74",68,30035
"67000190","2000-2004","75-79",432,164611
"67000190","2000-2004","80-84",38,14035
"67000190","2005-2009","40-44",4,21090
"67000190","2005-2009","45-49",114,241873
"67000190","2005-2009","50-54",23,21635
"67000190","2005-2009","55-59",120,77304
"67000190","2005-2009","60-64",75,31099
"67000190","2005-2009","65-69",127,48344
"67000190","2005-2009","70-74",84,27558
"67000190","2005-2009","75-79",417,105672
"67000190","2005-2009","80-84",313,94137
"67000190","2010-2014","40-44",2,17294
"67000190","2010-2014","45-49",7,18749
"67000190","2010-2014","50-54",21,30751
"67000190","2010-2014","55-59",215,169764
"67000190","2010-2014","60-64",42,25346
"67000190","2010-2014","65-69",107,41630
"67000190","2010-2014","70-74",325,84093
"67000190","2010-2014","75-79",79,19139
"67000190","2010-2014","80-84",105,21710
"67000190","2015-2019","40-44",6,25267
"67000190","2015-2019","45-49",7,28874
"67000190","2015-2019","50-54",8,23967
"67000190","2015-2019","55-59",53,51390
"67000190","2015-2019","60-64",43,25727
"67000190","2015-2019","65-69",132,49345
"67000190","2015-2019","70-74",422,119025
"67000190","2015-2019","75-79",212,46688
"67000190","2015-2019","80-84",110,16554
"67000200","1995-1999","40-44",2,7218
"67000200","1995-1999","45-49",14,19685
"67000200","1995-1999","50-54",37,44613
"67000200","1995-1999","55-59",9,14056
"67000200","1995-1999","60-64",511,284596
"67000200","1995-1999","65-69",30,11591
"67000200","1995-1999","70-74",8,5680
"67000200","1995-1999","75-79",47,24489
"67000200","1995-1999","80-84",75,29752
"67000200","2000-2004","40-44",6,11115
"67000200","2000-2004","45-49",33,37406
"67000200","2000-2004","50-54",224,246036
"67000200","2000-2004","55-59",10,4753
"67000200","2000-2004","60-64",53,23399
"67000200","2000-2004","65-69",135,48451
"67000200","2000-2004","70-74",93,33980
"67000200","2000-2004","75-79",152,49464
"67000200","2000-2004","80-84",126,51075
"67000200","2005-2009","40-44",23,95340
"67000200","2005-2009","45-49",57,128961
"67000200","2005-2009","50-54",32,34317
"67000200","2005-2009","55-59",20,13391
"67000200","2005-2009","60-64",198,101211
"67000200","2005-2009","65-69",70,31433
"67000200","2005-2009","70-74",34,11770
"67000200","2005-2009","75-79",202,48733
"67000200","2005-2009","80-84",181,44989
"67000200","2010-2014","40-44",55,232838
"67000200","2010-2014","45-49",13,29312
"67000200","2010-2014","50-54",27,51708
"67000200","2010-2014","55-59",26,25266
"67000200","2010-2014","60-64",146,89672
"67000200","2010-2014","65-69",22,7020
"67000200","2010-2014","70-74",44,18960
"67000200","2010-2014","75-79",544,125343
"67000200","2010-2014","80-84",119,22568
"67000200","2015-2019","40-44",10,44225
"67000200","2015-2019","45-49",36,88491
"67000200","2015-2019","50-54",11,23157
"67000200","2015-2019","55-59",150,165398
"67000200","2015-2019","60-64",17,14784
"67000200","2015-2019","65-69",130,66238
"67000200","2015-2019","70-74",38,14693
"67000200","2015-2019","75-79",48,10990
"67000200","2015-2019","80-84",542,97453
"67000210","1995-1999","40-44",23,45676
"67000210","1995-1999","45-49",26,50093
"67000210","1995-1999","50-54",52,60750
"67000210","1995-1999","55-59",29,22200
"67000210","1995-1999","60-64",47,26338
"67000210","1995-1999","65-69",93,48603
"67000210","1995-1999","70-74",78,40786
"67000210","1995-1999","75-79",45,22675
"67000210","1995-1999","80-84",49,12465
"67000210","2000-2004","40-44",25,57318
"67000210","2000-2004","45-49",10,17592
"67000210","2000-2004","50-54",56,75485
"67000210","2000-2004","55-59",24,26908
"67000210","2000-2004","60-64",22,15487
"67000210","2000-2004","65-69",77,35027
"67000210","2000-2004","70-74",31,12406
"67000210","2000-2004","75-79",37,15199
"67000210","2000-2004","80-84",42,18619
"67000210","2005-2009","40-44",3,8171
"67000210","2005-2009","45-49",24,47866
"67000210","2005-2009","50-54",11,21602
"67000210","2005-2009","55-59",52,42916
"67000210","2005-2009","60-64",6,4509
"67000210","2005-2009","65-69",17,8341
"67000210","2005-2009","70-74",100,34715
"67000210","2005-2009","75-79",83,28075
"67000210","2005-2009","80-84",30,9797
"67000210","2010-2014","40-44",3,31623
"67000210","2010-2014","45-49",2,7082
"67000210","2010-2014","50-54",43,55829
"67000210","2010-2014","55-59",35,35971
"67000210","2010-2014","60-64",323,191047
"67000210","2010-2014","65-69",163,70134
"67000210","2010-2014","70-74",34,14531
"67000210","2010-2014","75-79",26,4953
"67000210","2010-2014","80-84",291,77161
"67000210","2015-2019","40-44",6,33776
"67000210","2015-2019","45-49",4,13280
"67000210","2015-2019","50-54",11,24521
"67000210","2015-2019","55-59",9,14355
"67000210","2015-2019","60-64",26,25086
"67000210","2015-2019","65-69",30,8795
"67000210","2015-2019","70-74",68,19614
"67000210","2015-2019","75-79",169,41055
"67000210","2015-2019","80-84",216,42123
"67000220","1995-1999","40-44",21,59382
"67000220","1995-1999","45-49",20,35705
"67000220","1995-1999","50-54",20,22246
"67000220","1995-1999","55-59",55,31636
"67000220","1995-1999","60-64",440,202997
"67000220","1995-1999","65-69",23,9837
"67000220","1995-1999","70-74",82,29387
"67000220","1995-1999","75-79",132,45044
"67000220","1995-1999","80-84",97,39055
"67000220","2000-2004","40-44",34,71599
"67000220","2000-2004","45-49",23,37479
"67000220","2000-2004","50-54",18,16921
"67000220","2000-2004","55-59",77,51694
"67000220","2000-2004","60-64",22,10887
"67000220","2000-2004","65-69",26,11098
"67000220","2000-2004","70-74",109,29292
"67000220","2000-2004","75-79",35,10014
"67000220","2000-2004","80-84",605,165122
"67000220","2005-2009","40-44",12,51721
"67000220","2005-2009","45-49",12,25931
"67000220","2005-2009","50-54",81,128817
"67000220","2005-2009","55-59",22,24238
"67000220","2005-2009","60-64",18,9098
"67000220","2005-2009","65-69",54,19594
"67000220","2005-2009","70-74",126,33578
"67000220","2005-2009","75-79",119,24939
"67000220","2005-2009","80-84",1239,219657
"67000220","2010-2014","40-44",108,367310
"67000220","2010-2014","45-49",0,7743
"67000220","2010-2014","50-54",60,108981
"67000220","2010-2014","55-59",8,12455
"67000220","2010-2014","60-64",75,36838
"67000220","2010-2014","65-69",227,86136
"67000220","2010-2014","70-74",187,60290
"67000220","2010-2014","75-79",383,77793
"67000220","2010-2014","80-84",79,12962
"67000220","2015-2019","40-44",36,119353
"67000220","2015-2019","45-49",24,51063
"67000220","2015-2019","50-54",14,21415
"67000220","2015-2019","55-59",133,171233
"67000220","2015-2019","60-64",45,36667
"67000220","2015-2019","65-69",107,45210
"67000220","2015-2019","70-74",24,7050
"67000220","2015-2019","75-79",92,21935
"67000220","2015-2019","80-84",363,55372
"67000230","1995-1999","40-44",8,14481
"67000230","1995-1999","45-49",8,12639
"67000230","1995-1999","50-54",61,63879
"67000230","1995-1999","55-59",20,13998
"67000230","1995-1999","60-64",248,127362
"67000230","1995-1999","65-69",193,67709
"67000230","1995-1999","70-74",136,36803
"67000230","1995-1999","75-79",69,23018
"67000230","1995-1999","80-84",123,44627
"67000230","2000-2004","40-44",43,121150
"67000230","2000-2004","45-49",197,383359
"67000230","2000-2004","50-54",36,38918
"67000230","2000-2004","55-59",39,26854
"67000230","2000-2004","60-64",121,59426
"67000230","2000-2004","65-69",92,27355
"67000230","2000-2004","70-74",27,6487
"67000230","2000-2004","75-79",77,16337
"67000230","2000-2004","80-84",37,7499
"67000230","2005-2009","40-44",6,24733
"67000230","2005-2009","45-49",18,41395
"67000230","2005-2009","50-54",146,200034
"67000230","2005-2009","55-59",54,46811
"67000230","2005-2009","60-64",43,29890
"67000230","2005-2009","65-69",42,15818
"67000230","2005-2009","70-74",36,10749
"67000230","2005-2009","75-79",138,26117
"67000230","2005-2009","80-84",300,46986
"67000230","2010-2014","40-44",3,13588
"67000230","2010-2014","45-49",3,20050
"67000230","2010-2014","50-54",22,41781
"67000230","2010-2014","55-59",84,90516
"67000230","2010-2014","60-64",24,16031
"67000230","2010-2014","65-69",40,21475
"67000230","2010-2014","70-74",54,17647
"67000230","2010-2014","75-79",434,83724
"67000230","2010-2014","80-84",249,35165
"67000230","2015-2019","40-44",9,20428
"67000230","2015-2019","45-49",9,22891
"67000230","2015-2019","50-54",3,6801
"67000230","2015-2019","55-59",23,27902
"67000230","2015-2019","60-64",9,10980
"67000230","2015-2019","65-69",139,64391
"67000230","2015-2019","70-74",214,66517
"67000230","2015-2019","75-79",150,32264
"67000230","2015-2019","80-84",346,51275
"67000240","1995-1999","40-44",72,209123
"67000240","1995-1999","45-49",25,29288
"67000240","1995-1999","50-54",44,46306
"67000240","1995-1999","55-59",49,35780
"67000240","1995-1999","60-64",62,30141
"67000240","1995-1999","65-69",34,17408
"67000240","1995-1999","70-74",64,26211
"67000240","1995-1999","75-79",64,23181
"67000240","1995-1999","80-84",132,46481
"67000240","2000-2004","40-44",25,61412
"67000240","2000-2004","45-49",57,114015
"67000240","2000-2004","50-54",42,38284
"67000240","2000-2004","55-59",76,64655
"67000240","2000-2004","60-64",240,143433
"67000240","2000-2004","65-69",72,29736
"67000240","2000-2004","70-74",174,59050
"67000240","2000-2004","75-79",92,28882
"67000240","2000-2004","80-84",29,7649
"67000240","2005-2009","40-44",14,24931
"67000240","2005-2009","45-49",23,68047
"67000240","2005-2009","50-54",25,28693
"67000240","2005-2009","55-59",40,27401
"67000240","2005-2009","60-64",218,111468
"67000240","2005-2009","65-69",208,81452
"67000240","2005-2009","70-74",107,27920
"67000240","2005-2009","75-79",89,18313
"67000240","2005-2009","80-84",441,97476
"67000240","2010-2014","40-44",3,15109
"67000240","2010-2014","45-49",13,27727
"67000240","2010-2014","50-54",14,26580
"67000240","2010-2014","55-59",9,12246
"67000240","2010-2014","60-64",28,21066
"67000240","2010-2014","65-69",41,14568
"67000240","2010-2014","70-74",37,12778
"67000240","2010-2014","75-79",239,52771
"67000240","2010-2014","80-84",194,34810
"67000240","2015-2019","40-44",12,31472
"67000240","2015-2019","45-49",10,35899
"67000240","2015-2019","50-54",9,11589
"67000240","2015-2019","55-59",98,157281
"67000240","2015-2019","60-64",24,16158
"67000240","2015-2019","65-69",15,8910
"67000240","2015-2019","70-74",120,44369
"67000240","2015-2019","75-79",31,10118
"67000240","2015-2019","80-84",802,143630
"67000250","1995-1999","40-44",3,14468
"67000250","1995-1999","45-49",21,40237
"67000250","1995-1999","50-54",26,29650
"67000250","1995-1999","55-59",22,22027
"67000250","1995-1999","60-64",117,67825
"67000250","1995-1999","65-69",180,87805
"67000250","1995-1999","70-74",27,7737
"67000250","1995-1999","75-79",176,49161
"67000250","1995-1999","80-84",237,75286
"67000250","2000-2004","40-44",35,116340
"67000250","2000-2004","45-49",44,71278
"67000250","2000-2004","50-54",59,67204
"67000250","2000-2004","55-59",141,124258
"67000250","2000-2004","60-64",56,33599
"67000250","2000-2004","65-69",54,20585
"67000250","2000-2004","70-74",205,63526
"67000250","2000-2004","75-79",31,6958
"67000250","2000-2004","80-84",585,133257
"67000250","2005-2009","40-44",11,34236
"67000250","2005-2009","45-49",6,37050
"67000250","2005-2009","50-54",138,218008
"67000250","2005-2009","55-59",33,25360
"67000250","2005-2009","60-64",58,42253
"67000250","2005-2009","65-69",357,170072
"67000250","2005-2009","70-74",214,75876
"67000250","2005-2009","75-79",152,38528
"67000250","2005-2009","80-84",724,139288
"67000250","2010-2014","40-44",18,80780
"67000250","2010-2014","45-49",5,12373
"67000250","2010-2014","50-54",8,26728
"67000250","2010-2014","55-59",15,20191
"67000250","2010-2014","60-64",86,56203
"67000250","2010-2014","65-69",71,39028
"67000250","2010-2014","70-74",102,30600
"67000250","2010-2014","75-79",69,23417
"67000250","2010-2014","80-84",205,35133
"67000250","2015-2019","40-44",6,27894
"67000250","2015-2019","45-49",9,28017
"67000250","2015-2019","50-54",51,108363
"67000250","2015-2019","55-59",23,30871
"67000250","2015-2019","60-64",10,13857
"67000250","2015-2019","65-69",63,31958
"67000250","2015-2019","70-74",20,6793
"67000250","2015-2019","75-79",328,89619
"67000250","2015-2019","80-84",608,100219
"67000260","1995-1999","40-44",16,50650
"67000260","1995-1999","45-49",3,4538
"67000260","1995-1999","50-54",73,87005
"67000260","1995-1999","55-59",8,6617
"67000260","1995-1999","60-64",43,21788
"67000260","1995-1999","65-69",80,28252
"67000260","1995-1999","70-74",187,51937
"67000260","1995-1999","75-79",224,54628
"67000260","1995-1999","80-84",229,56707
"67000260","2000-2004","40-44",33,103197
"67000260","2000-2004","45-49",26,42725
"67000260","2000-2004","50-54",33,45582
"67000260","2000-2004","55-59",69,51879
"67000260","2000-2004","60-64",78,47093
"67000260","2000-2004","65-69",64,24707
"67000260","2000-2004","70-74",247,70529
"67000260","2000-2004","75-79",136,27835
"67000260","2000-2004","80-84",161,29700
"67000260","2005-2009","40-44",9,42158
"67000260","2005-2009","45-49",25,44693
"67000260","2005-2009","50-54",62,102288
"67000260","2005-2009","55-59",11,12994
"67000260","2005-2009","60-64",56,39964
"67000260","2005-2009","65-69",53,21115
"67000260","2005-2009","70-74",59,18321
"67000260","2005-2009","75-79",106,23839
"67000260","2005-2009","80-84",625,97029
"67000260","2010-2014","40-44",5,16919
"67000260","2010-2014","45-49",26,70483
"67000260","2010-2014","50-54",9,18189
"67000260","2010-2014","55-59",21,24104
"67000260","2010-2014","60-64",24,18865
"67000260","2010-2014","65-69",58,26478
"67000260","2010-2014","70-74",64,22125
"67000260","2010-2014","75-79",154,35820
"67000260","2010-2014","80-84",112,17134
"67000260","2015-2019","40-44",10,27910
"67000260","2015-2019","45-49",23,67973
"67000260","2015-2019","50-54",16,42323
"67000260","2015-2019","55-59",22,29475
"67000260","2015-2019","60-64",91,83676
"67000260","2015-2019","65-69",32,15189
"67000260","2015-2019","70-74",88,35214
"67000260","2015-2019","75-79",166,38522
"67000260","2015-2019","80-84",300,57367
"67000270","1995-1999","40-44",39,120226
"67000270","1995-1999","45-49",13,29634
"67000270","1995-1999","50-54",73,123140
"67000270","1995-1999","55-59",24,26636
"67000270","1995-1999","60-64",24,20245
"67000270","1995-1999","65-69",240,186722
"67000270","1995-1999","70-74",34,16092
"67000270","1995-1999","75-79",20,11423
"67000270","1995-1999","80-84",122,42759
"67000270","2000-2004","40-44",12,30270
"67000270","2000-2004","45-49",44,111636
"67000270","2000-2004","50-54",8,15851
"67000270","2000-2004","55-59",61,59708
"67000270","2000-2004","60-64",4,2538
"67000270","2000-2004","65-69",141,88708
"67000270","2000-2004","70-74",115,54812
"67000270","2000-2004","75-79",31,22195
"67000270","2000-2004","80-84",71,30599
"67000270","2005-2009","40-44",6,16112
"67000270","2005-2009","45-49",18,30468
"67000270","2005-2009","50-54",7,14994
"67000270","2005-2009","55-59",10,14347
"67000270","2005-2009","60-64",52,39485
